equipement;datetime;T_mu;debit_Ventulation
Baie_0003;21/01/2011;-7,154;15,4066
Baie_0003;22/01/2011;62,6064;22,16
Baie_0003;23/01/2011;34,0208;57,1293
Baie_0003;24/01/2011;53,4534;7,8316
Baie_0003;25/01/2011;48,4408;2,2179
Baie_0003;26/01/2011;54,976;24,7973
Baie_0003;27/01/2011;65,0496;16,9537
Baie_0003;28/01/2011;28,5821;47,1543
Baie_0003;29/01/2011;32,0343;57,3498
Baie_0003;30/01/2011;74,746;55,781
Baie_0003;31/01/2011;23,7668;32,0561
Baie_0003;01/02/2011;55,3234;-9,8605
Baie_0003;02/02/2011;52,352;5,9557
Baie_0003;03/02/2011;37,2611;4,1355
Baie_0003;04/02/2011;59,1769;40,0401
Baie_0003;05/02/2011;46,6562;-0,649
Baie_0003;06/02/2011;47,9477;-6,1592
Baie_0003;08/02/2011;46,6288;14,2636
Baie_0003;10/02/2011;46,2886;47,3525
Baie_0003;11/02/2011;68,6694;36,1039
Baie_0003;12/02/2011;25,9666;2,3675
Baie_0003;13/02/2011;21,7543;-13,216
Baie_0003;14/02/2011;16,3179;-11,2139
Baie_0003;15/02/2011;5,1452;18,9373
Baie_0003;16/02/2011;22,3461;46,472
Baie_0003;17/02/2011;23,5393;25,8608
Baie_0003;18/02/2011;-9,6213;-13,8048
Baie_0003;19/02/2011;21,8173;13,2358
Baie_0003;20/02/2011;34,9075;35,2967
Baie_0003;21/02/2011;-10,6201;-7,2544
Baie_0003;22/02/2011;67,3399;29,0653
Baie_0003;23/02/2011;22,6575;-7,9364
Baie_0003;24/02/2011;21,9069;22,7727
Baie_0003;25/02/2011;58,7328;37,3513
Baie_0003;26/02/2011;38,2079;53,4762
Baie_0003;27/02/2011;57,621;46,9999
Baie_0003;28/02/2011;30,5028;36,2785
Baie_0003;01/03/2011;64,0078;31,824
Baie_0003;02/03/2011;60,5494;44,4528
Baie_0003;03/03/2011;18,8039;15,6813
Baie_0003;04/03/2011;2,7834;4,2498
Baie_0003;05/03/2011;46,7661;7,263
Baie_0003;06/03/2011;67,3504;36,4568
Baie_0003;07/03/2011;86,5958;51,158
Baie_0003;08/03/2011;44,9294;56,9688
Baie_0003;09/03/2011;45,4433;-8,6074
Baie_0003;10/03/2011;40,3057;-3,3295
Baie_0003;11/03/2011;91,9194;32,3794
Baie_0003;12/03/2011;2,5591;22,6216
Baie_0003;13/03/2011;79,4848;49,3758
Baie_0003;14/03/2011;62,2368;60,0443
Baie_0003;15/03/2011;0,7167;3,6292
Baie_0003;16/03/2011;48,4535;9,9364
Baie_0003;17/03/2011;40,3319;8,5538
Baie_0003;18/03/2011;75,3522;16,7688
Baie_0003;19/03/2011;54,471;53,0527
Baie_0003;20/03/2011;-4,8081;-11,0501
Baie_0003;21/03/2011;21,4348;12,6481
Baie_0003;22/03/2011;45,7507;38,2162
Baie_0003;23/03/2011;55,8823;48,0606
Baie_0003;24/03/2011;85,3526;32,3904
Baie_0003;25/03/2011;37,1345;15,7567
Baie_0003;26/03/2011;5,1917;6,8886
Baie_0003;27/03/2011;20,9803;11,6013
Baie_0003;28/03/2011;45,5343;7,4537
Baie_0003;29/03/2011;70,6754;13,6972
Baie_0003;30/03/2011;41,3573;23,4713
Baie_0003;31/03/2011;45,534;31,2523
Baie_0003;01/04/2011;54,32;71,9466
Baie_0003;02/04/2011;36,6391;82,9175
Baie_0003;03/04/2011;37,927;56,7465
Baie_0003;04/04/2011;34,0049;54,4464
Baie_0003;05/04/2011;11,4373;53,0056
Baie_0003;06/04/2011;14,7633;8,1424
Baie_0003;07/04/2011;46,7082;63,4802
Baie_0003;08/04/2011;19,0072;29,0592
Baie_0003;09/04/2011;-20,2792;52,0248
Baie_0003;10/04/2011;0,6852;39,377
Baie_0003;11/04/2011;31,9371;55,4895
Baie_0003;12/04/2011;6,0536;28,4803
Baie_0003;13/04/2011;46,886;50,4753
Baie_0003;14/04/2011;77,1083;60,0757
Baie_0003;15/04/2011;-9,4903;25,121
Baie_0003;16/04/2011;36,6798;25,9743
Baie_0003;17/04/2011;75,8013;74,3546
Baie_0003;18/04/2011;8,8325;44,2807
Baie_0003;19/04/2011;7,0638;60,2074
Baie_0003;20/04/2011;40,1531;67,9405
Baie_0003;21/04/2011;38,2089;53,9142
Baie_0003;22/04/2011;15,2025;50,7016
Baie_0003;23/04/2011;53,2672;44,0214
Baie_0003;24/04/2011;86,2515;82,0978
Baie_0003;25/04/2011;70,6146;55,0969
Baie_0003;26/04/2011;1,3453;35,0979
Baie_0003;27/04/2011;5,9915;47,915
Baie_0003;28/04/2011;17,4295;50,139
Baie_0003;29/04/2011;19,8168;52,6691
Baie_0003;30/04/2011;64,6833;68,3825
Baie_0003;01/05/2011;61,8679;61,7496
Baie_0003;02/05/2011;-12,2409;11,4379
Baie_0003;03/05/2011;5,94;54,0609
Baie_0003;04/05/2011;76,231;64,6559
Baie_0003;05/05/2011;-10,7874;52,9959
Baie_0003;06/05/2011;65,0607;66,1079
Baie_0003;07/05/2011;26,655;39,6227
Baie_0003;08/05/2011;10,7967;48,8085
Baie_0003;09/05/2011;24,3099;67,0311
Baie_0003;10/05/2011;69,5156;93,2962
Baie_0003;11/05/2011;4,0693;60,2771
Baie_0003;12/05/2011;48,0481;43,0549
Baie_0003;13/05/2011;50,9006;61,3152
Baie_0003;14/05/2011;53,2354;68,0498
Baie_0003;15/05/2011;3,8444;33,8516
Baie_0003;16/05/2011;15,5114;36,9066
Baie_0003;17/05/2011;2,3035;39,7515
Baie_0003;18/05/2011;44,4869;41,6061
Baie_0003;19/05/2011;65,7808;79,744
Baie_0003;20/05/2011;73,8613;56,6289
Baie_0003;21/05/2011;76,2676;67,692
Baie_0003;22/05/2011;20,7586;36,81
Baie_0003;23/05/2011;5,0006;60,3893
Baie_0003;24/05/2011;53,0458;65,3107
Baie_0003;25/05/2011;74,1463;62,5901
Baie_0003;26/05/2011;71,0132;84,0496
Baie_0003;27/05/2011;47,6326;82,8622
Baie_0003;28/05/2011;6,5495;53,2223
Baie_0003;29/05/2011;25,9693;14,2619
Baie_0003;30/05/2011;45,7683;62,9363
Baie_0003;31/05/2011;35,9007;32,2748
Baie_0003;01/06/2011;43,0271;66,1309
Baie_0003;02/06/2011;72,0684;62,2824
Baie_0003;03/06/2011;-6,733;30,6271
Baie_0003;04/06/2011;45,0522;97,6481
Baie_0003;05/06/2011;66,5733;50,5937
Baie_0003;06/06/2011;54,6118;66,5315
Baie_0003;07/06/2011;21,5977;39,663
Baie_0003;08/06/2011;41,2435;70,8208
Baie_0003;09/06/2011;60,0437;86,7194
Baie_0003;10/06/2011;35,0978;36,9462
Baie_0003;11/06/2011;46,0401;67,6608
Baie_0003;12/06/2011;31,4362;68,2798
Baie_0003;13/06/2011;39,3633;53,65
Baie_0003;14/06/2011;-0,3759;61,2203
Baie_0003;15/06/2011;33,9286;78,8804
Baie_0003;16/06/2011;23,7969;82,8751
Baie_0003;17/06/2011;78,2391;76,5893
Baie_0003;18/06/2011;43,1549;49,6459
Baie_0003;19/06/2011;24,1858;64,9487
Baie_0003;20/06/2011;33,6199;40,7663
Baie_0003;21/06/2011;27,2173;46,2541
Baie_0003;22/06/2011;44,8163;67,3542
Baie_0003;23/06/2011;15,5558;63,5936
Baie_0003;24/06/2011;30,5612;84,65
Baie_0003;25/06/2011;12,3511;44,0722
Baie_0003;26/06/2011;-2,6781;43,8058
Baie_0003;28/06/2011;-0,8104;38,8847
Baie_0003;29/06/2011;-6,1482;29,1833
Baie_0003;30/06/2011;51,0387;64,8367
Baie_0003;01/07/2011;21,5043;68,6884
Baie_0003;02/07/2011;102,9282;105,5179
Baie_0003;03/07/2011;3,3978;49,6205
Baie_0003;04/07/2011;30,6259;64,5902
Baie_0003;05/07/2011;38,1065;43,8852
Baie_0003;06/07/2011;-2,6197;44,4571
Baie_0003;07/07/2011;34,4273;71,8257
Baie_0003;08/07/2011;-1,9083;58,926
Baie_0003;09/07/2011;59,343;73,2781
Baie_0003;10/07/2011;16,2803;73,3324
Baie_0003;11/07/2011;29,4982;62,6475
Baie_0003;12/07/2011;21,5688;55,5919
Baie_0003;13/07/2011;4,4097;43,7313
Baie_0003;14/07/2011;11,0642;47,252
Baie_0003;15/07/2011;2,9797;41,6108
Baie_0003;16/07/2011;75,218;69,0139
Baie_0003;17/07/2011;34,146;50,0921
Baie_0003;18/07/2011;58,0715;77,7294
Baie_0003;19/07/2011;49,3536;55,9189
Baie_0003;20/07/2011;36,9438;41,9749
Baie_0003;21/07/2011;41,9935;76,4332
Baie_0003;22/07/2011;69,6067;76,4542
Baie_0003;23/07/2011;44,4247;81,4548
Baie_0003;24/07/2011;38,7477;45,5454
Baie_0003;25/07/2011;30,4455;85,8169
Baie_0003;26/07/2011;36,7307;48,5354
Baie_0003;27/07/2011;29,2915;56,1213
Baie_0003;28/07/2011;64,1036;69,1032
Baie_0003;29/07/2011;79,849;77,4234
Baie_0003;30/07/2011;17,5821;46,857
Baie_0003;01/08/2011;25,7676;56,2259
Baie_0003;02/08/2011;-10,0487;38,5866
Baie_0003;03/08/2011;72,5191;96,5937
Baie_0003;04/08/2011;13,633;57,5788
Baie_0003;05/08/2011;15,163;61,7241
Baie_0003;06/08/2011;14,6879;24,8848
Baie_0003;07/08/2011;32,0846;51,7166
Baie_0003;08/08/2011;22,8041;57,6461
Baie_0003;09/08/2011;41,4521;82,5214
Baie_0003;10/08/2011;17,1653;32,7408
Baie_0003;11/08/2011;2,5891;42,3143
Baie_0003;12/08/2011;6,4102;60,5585
Baie_0003;13/08/2011;43,9571;89,4418
Baie_0003;14/08/2011;36,812;41,439
Baie_0003;15/08/2011;46,1692;62,7898
Baie_0003;16/08/2011;45,4447;101,91
Baie_0003;17/08/2011;34,0047;42,1002
Baie_0003;18/08/2011;66,519;62,8033
Baie_0003;19/08/2011;5,2906;49,0048
Baie_0003;20/08/2011;53,5199;55,3401
Baie_0003;21/08/2011;43,7441;93,622
Baie_0003;22/08/2011;20,7288;67,0816
Baie_0003;23/08/2011;98,3324;82,6586
Baie_0003;24/08/2011;29,7269;47,1855
Baie_0003;25/08/2011;10,3807;50,5356
Baie_0003;26/08/2011;75,1934;93,1784
Baie_0003;27/08/2011;39,3698;46,6272
Baie_0003;28/08/2011;58,6422;86,8931
Baie_0003;29/08/2011;19,7811;71,5066
Baie_0003;30/08/2011;63,2454;61,6131
Baie_0003;31/08/2011;19,7812;42,7243
Baie_0003;01/09/2011;62,8722;52,0655
Baie_0003;02/09/2011;15,3553;68,2368
Baie_0003;03/09/2011;23,5394;62,7736
Baie_0003;04/09/2011;51,5692;79,2115
Baie_0003;05/09/2011;57,5088;79,7942
Baie_0003;06/09/2011;-7,7448;33,4787
Baie_0003;07/09/2011;63,0165;59,3704
Baie_0003;08/09/2011;6,9712;39,661
Baie_0003;09/09/2011;60,5281;73,0776
Baie_0003;10/09/2011;22,2165;33,0082
Baie_0003;11/09/2011;36,8293;46,0782
Baie_0003;12/09/2011;20,4108;65,6043
Baie_0003;13/09/2011;55,2735;71,3053
Baie_0003;14/09/2011;50,5639;45,2815
Baie_0003;15/09/2011;35,6623;73,2131
Baie_0003;16/09/2011;71,8298;61,8794
Baie_0003;17/09/2011;25,2193;65,9625
Baie_0003;18/09/2011;32,3548;40,7242
Baie_0003;19/09/2011;67,5041;84,8012
Baie_0003;20/09/2011;5,077;56,9341
Baie_0003;21/09/2011;17,3816;66,0662
Baie_0003;22/09/2011;-7,4044;37,1574
Baie_0003;23/09/2011;72,761;61,6645
Baie_0003;24/09/2011;53,7309;90,3137
Baie_0003;25/09/2011;76,4691;85,98
Baie_0003;26/09/2011;7,4282;32,9661
Baie_0003;27/09/2011;39,8256;35,4536
Baie_0003;28/09/2011;99,5228;71,2824
Baie_0003;29/09/2011;94,7722;92,9046
Baie_0003;30/09/2011;26,4613;77,6824
Baie_0003;01/10/2011;42,0691;76,2545
Baie_0003;02/10/2011;35,6681;43,6115
Baie_0003;03/10/2011;32,7795;41,0592
Baie_0003;04/10/2011;25,4244;71,4117
Baie_0003;05/10/2011;31,8361;66,7561
Baie_0003;06/10/2011;74,4549;84,9905
Baie_0003;07/10/2011;53,9577;80,5805
Baie_0003;08/10/2011;46,8661;37,9245
Baie_0003;09/10/2011;0,2473;37,6262
Baie_0003;10/10/2011;66,1173;70,7268
Baie_0003;11/10/2011;33,1457;50,8711
Baie_0003;12/10/2011;8,5059;63,0918
Baie_0003;13/10/2011;-1,8355;28,7616
Baie_0003;14/10/2011;-0,538;23,7347
Baie_0003;15/10/2011;10,3026;46,6377
Baie_0003;16/10/2011;49,6314;82,2307
Baie_0003;17/10/2011;34,8318;87,0271
Baie_0003;18/10/2011;82,3468;74,2011
Baie_0003;19/10/2011;31,1622;24,4622
Baie_0003;20/10/2011;50,3015;56,6615
Baie_0003;21/10/2011;65,2265;68,113
Baie_0003;22/10/2011;12,9674;21,0019
Baie_0003;23/10/2011;27,4186;81,1587
Baie_0003;24/10/2011;73,3728;72,3318
Baie_0003;25/10/2011;18,3021;47,9382
Baie_0003;26/10/2011;1,2245;39,0143
Baie_0003;27/10/2011;41,0784;31,9088
Baie_0003;28/10/2011;35,1684;42,6665
Baie_0003;29/10/2011;47,8485;92,8607
Baie_0003;30/10/2011;29,6542;26,6234
Baie_0003;31/10/2011;20,7116;58,6091
Baie_0003;01/11/2011;10,6493;60,0674
Baie_0003;02/11/2011;29,5047;53,3645
Baie_0003;03/11/2011;37,0557;43,2262
Baie_0003;04/11/2011;77,8217;77,0314
Baie_0003;05/11/2011;10,2654;43,3686
Baie_0003;06/11/2011;-3,0269;58,096
Baie_0003;07/11/2011;37,7108;46,8906
Baie_0003;08/11/2011;40,6942;86,6528
Baie_0003;09/11/2011;40,4951;75,5584
Baie_0003;10/11/2011;-3,4203;56,0206
Baie_0003;11/11/2011;19,7657;58,0042
Baie_0003;12/11/2011;53,2187;51,6229
Baie_0003;13/11/2011;32,5549;86,6235
Baie_0003;15/11/2011;50,8985;56,3436
Baie_0003;16/11/2011;29,1404;40,0001
Baie_0003;17/11/2011;44,2067;25,1049
Baie_0003;18/11/2011;20,6904;61,5229
Baie_0003;19/11/2011;23,2259;46,941
Baie_0003;20/11/2011;61,5328;53,6395
Baie_0003;21/11/2011;25,7533;63,4366
Baie_0003;22/11/2011;29,3505;36,9648
Baie_0003;23/11/2011;64,4071;83,6925
Baie_0003;24/11/2011;-6,8967;19,9146
Baie_0003;25/11/2011;12,4572;29,0354
Baie_0003;26/11/2011;28,3504;68,8719
Baie_0003;27/11/2011;0,5412;29,1483
Baie_0003;28/11/2011;10,4493;20,9801
Baie_0003;29/11/2011;-3,8876;28,1312
Baie_0003;30/11/2011;42,139;73,8964
Baie_0003;01/12/2011;17,9487;40,7974
Baie_0003;02/12/2011;18,2621;43,9196
Baie_0003;03/12/2011;39,9242;73,4516
Baie_0003;04/12/2011;52,2061;57,1437
Baie_0003;05/12/2011;56,8018;81,0344
Baie_0003;06/12/2011;-1,3054;54,5503
Baie_0003;07/12/2011;36,738;12,5673
Baie_0003;08/12/2011;29,4149;43,2915
Baie_0003;09/12/2011;31,183;21,2428
Baie_0003;10/12/2011;9,0302;45,303
Baie_0003;11/12/2011;23,3042;46,5317
Baie_0003;12/12/2011;35,3247;79,4511
Baie_0003;13/12/2011;2,8249;58,7858
Baie_0003;14/12/2011;22,4799;69,7987
Baie_0003;15/12/2011;3,573;51,284
Baie_0003;16/12/2011;19,3835;26,4475
Baie_0003;17/12/2011;19,6706;31,2634
Baie_0003;18/12/2011;9,4846;36,9668
Baie_0003;19/12/2011;46,1748;40,1738
Baie_0003;20/12/2011;33,5408;38,3982
Baie_0003;21/12/2011;51,2332;84,235
Baie_0003;22/12/2011;5,606;39,9202
Baie_0003;23/12/2011;18,2563;72,747
Baie_0003;25/12/2011;67,7939;40,1555
Baie_0003;26/12/2011;55,5384;74,844
Baie_0003;27/12/2011;5,832;21,3889
Baie_0003;28/12/2011;24,6591;36,3469
Baie_0003;29/12/2011;-0,5393;30,9423
Baie_0003;03/01/2012;-24,0995;16,7828
Baie_0003;04/01/2012;63,3572;66,4004
Baie_0003;05/01/2012;37,6095;13,4647
Baie_0003;06/01/2012;22,5631;56,0994
Baie_0003;07/01/2012;13,4706;55,668
Baie_0003;08/01/2012;20,3568;13,1954
Baie_0003;09/01/2012;37,7446;27,4838
Baie_0003;10/01/2012;13,8708;63,1788
Baie_0003;11/01/2012;-0,3693;25,1133
Baie_0003;12/01/2012;-8,0852;46,7114
Baie_0003;13/01/2012;18,7493;29,2052
Baie_0003;14/01/2012;51,5558;48,6396
Baie_0003;15/01/2012;4,412;28,6555
Baie_0003;16/01/2012;12,0158;45,961
Baie_0003;17/01/2012;-10,146;10,0487
Baie_0003;18/01/2012;57,7654;37,6872
Baie_0003;19/01/2012;39,9067;67,0692
Baie_0003;20/01/2012;40,1587;15,6619
Baie_0003;21/01/2012;35,3606;17,3491
Baie_0003;22/01/2012;45,785;63,6149
Baie_0003;23/01/2012;73,0969;61,8597
Baie_0003;24/01/2012;27,7761;8,3784
Baie_0003;25/01/2012;23,3533;15,5536
Baie_0003;26/01/2012;39,7591;74,7754
Baie_0003;27/01/2012;55,7741;56,9675
Baie_0003;28/01/2012;51,9307;58,973
Baie_0003;29/01/2012;23,8954;50,0607
Baie_0003;30/01/2012;-25,4327;19,4901
Baie_0003;31/01/2012;-2,144;60,1302
Baie_0003;03/02/2012;-49,978;-5,7285
Baie_0003;04/02/2012;13,9155;26,8103
Baie_0003;05/02/2012;42,2195;26,6019
Baie_0003;07/02/2012;-18,4261;30,4228
Baie_0003;08/02/2012;-8,1924;-9,2355
Baie_0003;09/02/2012;49,6651;33,2074
Baie_0003;10/02/2012;-1,0592;12,4335
Baie_0003;11/02/2012;-4,9592;29,6646
Baie_0003;12/02/2012;-9,1958;46,2624
Baie_0003;13/02/2012;3,5728;15,5546
Baie_0003;14/02/2012;-1,8001;18,0215
Baie_0003;15/02/2012;55,9425;50,739
Baie_0003;16/02/2012;10,6832;23,2482
Baie_0003;17/02/2012;39,705;51,8065
Baie_0003;18/02/2012;32,9682;80,1242
Baie_0003;19/02/2012;13,7959;32,9082
Baie_0003;20/02/2012;38,3144;60,3817
Baie_0003;21/02/2012;54,7033;56,6604
Baie_0003;23/02/2012;76,6289;49,4759
Baie_0003;24/02/2012;36,1334;74,3327
Baie_0003;25/02/2012;67,4236;69,8693
Baie_0003;26/02/2012;36,2878;34,9031
Baie_0003;27/02/2012;-4,4026;53,5708
Baie_0003;28/02/2012;34,7952;30,7764
Baie_0003;29/02/2012;26,6254;31,1559
Baie_0003;01/03/2012;64,1887;70,9819
Baie_0003;02/03/2012;4,835;17,1159
Baie_0003;03/03/2012;-7,538;39,2685
Baie_0003;04/03/2012;67,8504;46,6619
Baie_0003;05/03/2012;29,9519;69,4545
Baie_0003;06/03/2012;37,9245;14,1879
Baie_0003;07/03/2012;5,8738;11,1975
Baie_0003;08/03/2012;12,9297;45,9678
Baie_0003;09/03/2012;61,3523;43,1998
Baie_0003;10/03/2012;4,5539;46,8087
Baie_0003;11/03/2012;21,1473;56,7036
Baie_0003;12/03/2012;25,0165;58,4968
Baie_0003;13/03/2012;43,3729;66,7964
Baie_0003;14/03/2012;28,9697;29,746
Baie_0003;15/03/2012;34,1146;29,5297
Baie_0003;16/03/2012;58,6608;48,5556
Baie_0003;17/03/2012;45,7181;55,2433
Baie_0003;18/03/2012;43,1553;69,761
Baie_0003;19/03/2012;-0,2872;26,6247
Baie_0003;20/03/2012;74,7488;69,0375
Baie_0003;21/03/2012;31,8111;56,2308
Baie_0003;22/03/2012;-16,4083;29,2156
Baie_0003;23/03/2012;57,092;65,2466
Baie_0003;24/03/2012;29,441;21,0415
Baie_0003;25/03/2012;4,5991;32,1012
Baie_0003;26/03/2012;26,833;44,3557
Baie_0003;27/03/2012;0,1231;63,1665
Baie_0003;28/03/2012;26,2969;21,9903
Baie_0003;29/03/2012;2,501;34,7582
Baie_0003;30/03/2012;13,5276;34,653
Baie_0003;31/03/2012;48,8457;46,5241
Baie_0003;01/04/2012;32,5632;16,762
Baie_0003;02/04/2012;48,645;45,2201
Baie_0003;03/04/2012;18,4207;47,595
Baie_0003;04/04/2012;6,669;40,8236
Baie_0003;05/04/2012;1,2473;44,0673
Baie_0003;06/04/2012;-18,9182;34,313
Baie_0003;07/04/2012;10,2546;25,8531
Baie_0003;08/04/2012;20,9332;68,6321
Baie_0003;09/04/2012;29,3688;39,4135
Baie_0003;10/04/2012;2,4793;45,1318
Baie_0003;11/04/2012;32,4036;52,8862
Baie_0003;13/04/2012;10,3976;41,2226
Baie_0003;14/04/2012;11,1815;40,5712
Baie_0003;15/04/2012;37,9915;90,4602
Baie_0003;16/04/2012;18,9759;52,8953
Baie_0003;17/04/2012;11,0063;16,2413
Baie_0003;18/04/2012;5,0378;31,5673
Baie_0003;19/04/2012;29,2671;70,2584
Baie_0003;20/04/2012;27,1825;83,9944
Baie_0003;21/04/2012;35,0023;22,3658
Baie_0003;22/04/2012;77,2054;65,2965
Baie_0003;23/04/2012;9,2816;30,733
Baie_0003;24/04/2012;44,2986;86,2619
Baie_0003;25/04/2012;20,1696;36,05
Baie_0003;26/04/2012;41,0231;15,7835
Baie_0003;27/04/2012;53,845;39,524
Baie_0003;28/04/2012;-9,9623;29,5364
Baie_0003;29/04/2012;50,3121;58,8646
Baie_0003;30/04/2012;34,5698;61,768
Baie_0003;01/05/2012;34,3658;58,6624
Baie_0003;02/05/2012;29,3755;74,7559
Baie_0003;03/05/2012;73,5821;67,3634
Baie_0003;04/05/2012;19,8563;29,14
Baie_0003;05/05/2012;63,6893;71,2324
Baie_0003;06/05/2012;24,6656;37,2363
Baie_0003;07/05/2012;26,3169;76,9048
Baie_0003;08/05/2012;14,2005;45,1383
Baie_0003;09/05/2012;7,2452;41,7185
Baie_0003;10/05/2012;15,5695;71,4792
Baie_0003;11/05/2012;46,5495;44,1134
Baie_0003;12/05/2012;43,1846;76,5211
Baie_0003;13/05/2012;67,0638;63,6663
Baie_0003;14/05/2012;22,7529;24,7958
Baie_0003;15/05/2012;56,2992;47,9714
Baie_0003;16/05/2012;21,4857;44,9659
Baie_0003;17/05/2012;47,7765;37,365
Baie_0003;18/05/2012;34,0035;38,5698
Baie_0003;19/05/2012;44,6842;36,9577
Baie_0003;20/05/2012;98,0186;74,1078
Baie_0003;21/05/2012;37,7803;29,5267
Baie_0003;22/05/2012;27,2282;34,6017
Baie_0003;23/05/2012;32,1094;54,8348
Baie_0003;24/05/2012;14,1886;39,7658
Baie_0003;25/05/2012;24,4563;48,5724
Baie_0003;26/05/2012;58,8315;66,3591
Baie_0003;27/05/2012;62,1733;60,1945
Baie_0003;28/05/2012;51,3961;38,6467
Baie_0003;29/05/2012;32,4433;43,0782
Baie_0003;30/05/2012;68,7743;51,6708
Baie_0003;31/05/2012;6,1616;37,0169
Baie_0003;01/06/2012;23,2415;52,5067
Baie_0003;02/06/2012;47,3038;63,3904
Baie_0003;03/06/2012;67,4979;35,6963
Baie_0003;04/06/2012;42,098;31,3587
Baie_0003;05/06/2012;44,4915;38,6637
Baie_0003;08/06/2012;-1,4716;48,0898
Baie_0003;09/06/2012;82,6507;71,0326
Baie_0003;10/06/2012;27,1174;67,0185
Baie_0003;11/06/2012;24,8225;44,8499
Baie_0003;12/06/2012;33,2789;46,0273
Baie_0003;13/06/2012;62,0616;67,5353
Baie_0003;14/06/2012;34,4811;57,7104
Baie_0003;15/06/2012;68,4394;71,4338
Baie_0003;16/06/2012;-1,2958;43,8008
Baie_0003;17/06/2012;25,4959;38,9669
Baie_0003;18/06/2012;27,3975;76,5852
Baie_0003;19/06/2012;34,2857;29,0578
Baie_0003;20/06/2012;28,9983;71,3336
Baie_0003;21/06/2012;40,3333;62,2703
Baie_0003;22/06/2012;39,3645;26,0467
Baie_0003;23/06/2012;14,628;45,4248
Baie_0003;24/06/2012;15,5177;48,345
Baie_0003;25/06/2012;92,0412;76,7954
Baie_0003;26/06/2012;60,302;99,7058
Baie_0003;27/06/2012;27,6793;70,6917
Baie_0003;28/06/2012;70,602;37,5483
Baie_0003;29/06/2012;47,1383;78,5382
Baie_0003;30/06/2012;37,3791;58,06
Baie_0003;01/07/2012;53,8242;38,6096
Baie_0003;02/07/2012;29,8822;57,4234
Baie_0003;03/07/2012;35,4011;41,2927
Baie_0003;04/07/2012;18,077;33,8036
Baie_0003;05/07/2012;12,8621;69,4955
Baie_0003;06/07/2012;65,6474;51,7015
Baie_0003;07/07/2012;10,6395;37,8971
Baie_0003;09/07/2012;30,0992;24,5014
Baie_0003;10/07/2012;79,1434;60,4358
Baie_0003;11/07/2012;29,7336;46,016
Baie_0003;12/07/2012;23,5627;65,6288
Baie_0003;13/07/2012;51,1794;28,6733
Baie_0003;14/07/2012;45,8653;28,1116
Baie_0003;15/07/2012;1,2013;31,8622
Baie_0003;17/07/2012;-8,8164;33,1673
Baie_0003;18/07/2012;16,475;61,1858
Baie_0003;19/07/2012;87,4001;89,1118
Baie_0003;21/07/2012;69,142;93,5844
Baie_0003;22/07/2012;55,5712;44,4406
Baie_0003;23/07/2012;19,2902;76,8487
Baie_0003;24/07/2012;93,8401;78,0114
Baie_0003;25/07/2012;105,3563;86,4497
Baie_0003;26/07/2012;27,8426;44,4936
Baie_0003;27/07/2012;57,8549;35,1145
Baie_0003;28/07/2012;56,932;51,1001
Baie_0003;29/07/2012;62,7025;74,6305
Baie_0003;30/07/2012;-3,0168;56,9603
Baie_0003;31/07/2012;50,0399;48,6268
Baie_0003;01/08/2012;56,5669;63,0022
Baie_0003;02/08/2012;17,7322;55,1972
Baie_0003;03/08/2012;11,8904;25,6375
Baie_0003;04/08/2012;63,9021;45,9419
Baie_0003;05/08/2012;69,6573;80,9165
Baie_0003;06/08/2012;25,6289;70,7945
Baie_0003;07/08/2012;27,0198;55,1239
Baie_0003;09/08/2012;53,4313;77,3954
Baie_0003;10/08/2012;7,9751;33,6343
Baie_0003;11/08/2012;-7,7901;33,7886
Baie_0003;12/08/2012;63,5298;72,3391
Baie_0003;13/08/2012;49,9859;42,2411
Baie_0003;14/08/2012;55,8834;68,7064
Baie_0003;15/08/2012;33,9337;49,071
Baie_0003;16/08/2012;72,4375;70,38
Baie_0003;17/08/2012;56,7521;92,0109
Baie_0003;18/08/2012;37,9653;42,3381
Baie_0003;19/08/2012;58,5947;96,6718
Baie_0003;20/08/2012;4,2258;50,4007
Baie_0003;21/08/2012;26,5844;69,2643
Baie_0003;22/08/2012;57,0593;61,8872
Baie_0003;23/08/2012;71,9362;53,8116
Baie_0003;24/08/2012;49,964;45,6003
Baie_0003;25/08/2012;11,565;54,1453
Baie_0003;26/08/2012;41,908;29,7975
Baie_0003;27/08/2012;90,0395;95,0009
Baie_0003;28/08/2012;73,5068;79,6
Baie_0003;29/08/2012;41,4565;70,2202
Baie_0003;30/08/2012;29,3496;31,7079
Baie_0003;31/08/2012;42,5712;63,6913
Baie_0003;01/09/2012;43,6387;74,2799
Baie_0003;02/09/2012;34,3004;62,2808
Baie_0003;03/09/2012;54,3483;59,488
Baie_0003;04/09/2012;62,3698;76,893
Baie_0003;05/09/2012;1,9608;37,2238
Baie_0003;06/09/2012;73,5007;86,7228
Baie_0003;07/09/2012;4,463;56,0248
Baie_0003;08/09/2012;23,6531;55,9217
Baie_0003;09/09/2012;29,5018;64,5749
Baie_0003;10/09/2012;54,8454;42,6452
Baie_0003;11/09/2012;12,7737;49,2547
Baie_0003;12/09/2012;74,072;65,4082
Baie_0003;13/09/2012;77,5225;73,667
Baie_0003;14/09/2012;45,7627;49,2955
Baie_0003;15/09/2012;86,76;66,0417
Baie_0003;16/09/2012;67,8215;66,9185
